,Data,Bin_Number,M_Value,Prob_Value,Zero_One_Loss_Avg,P_Macro_Avg,Average
215,Cancer,12,29,0.0003448275862068965,0.9685093167701864,0.9593199514040464,0.9639146340871163
216,Cancer,12,30,0.0003333333333333333,0.9677950310559007,0.9587054872721404,0.9632502591640206
217,Cancer,12,31,0.0003225806451612903,0.9677950310559007,0.9587054872721404,0.9632502591640206
218,Cancer,12,32,0.0003125,0.9685093167701864,0.9596446267287219,0.9640769717494542
219,Cancer,12,33,0.00030303030303030303,0.9685093167701864,0.9596446267287219,0.9640769717494542
220,Cancer,13,24,0.0004166666666666667,0.9677950310559007,0.9577501713108063,0.9627726011833535
221,Cancer,13,25,0.0004,0.9677950310559007,0.9577501713108063,0.9627726011833535
222,Cancer,13,26,0.0003846153846153846,0.9677950310559007,0.9577501713108063,0.9627726011833535
223,Cancer,13,27,0.00037037037037037035,0.9677950310559007,0.9577501713108063,0.9627726011833535
224,Cancer,13,28,0.00035714285714285714,0.9677950310559007,0.9577501713108063,0.9627726011833535
225,Cancer,13,29,0.0003448275862068965,0.9677950310559007,0.9577501713108063,0.9627726011833535
226,Cancer,13,30,0.0003333333333333333,0.9677950310559007,0.9577501713108063,0.9627726011833535
227,Cancer,13,31,0.0003225806451612903,0.9677950310559007,0.9577501713108063,0.9627726011833535
228,Cancer,13,32,0.0003125,0.9670807453416149,0.9569808525267817,0.9620307989341983
229,Cancer,13,33,0.00030303030303030303,0.9670807453416149,0.9569808525267817,0.9620307989341983
230,Cancer,14,24,0.0004166666666666667,0.9533954451345755,0.9404277038049023,0.946911574469739
231,Cancer,14,25,0.0004,0.9533954451345755,0.9404277038049023,0.946911574469739
232,Cancer,14,26,0.0003846153846153846,0.954120082815735,0.9412015133287118,0.9476607980722234
233,Cancer,14,27,0.00037037037037037035,0.954120082815735,0.9412015133287118,0.9476607980722234
234,Cancer,14,28,0.00035714285714285714,0.954120082815735,0.9412015133287118,0.9476607980722234
235,Cancer,14,29,0.0003448275862068965,0.9548343685300207,0.9420673141945126,0.9484508413622667
236,Cancer,14,30,0.0003333333333333333,0.9548343685300207,0.9420673141945126,0.9484508413622667
237,Cancer,14,31,0.0003225806451612903,0.9548343685300207,0.9422879024298068,0.9485611354799137
238,Cancer,14,32,0.0003125,0.9548343685300207,0.9422879024298068,0.9485611354799137
239,Cancer,14,33,0.00030303030303030303,0.9548343685300207,0.9422879024298068,0.9485611354799137
240,Cancer,15,24,0.0004166666666666667,0.961273291925466,0.9474722023060572,0.9543727471157616
241,Cancer,15,25,0.0004,0.961273291925466,0.9474722023060572,0.9543727471157616
242,Cancer,15,26,0.0003846153846153846,0.961273291925466,0.9474722023060572,0.9543727471157616
243,Cancer,15,27,0.00037037037037037035,0.961273291925466,0.9474722023060572,0.9543727471157616
244,Cancer,15,28,0.00035714285714285714,0.961273291925466,0.9474722023060572,0.9543727471157616
245,Cancer,15,29,0.0003448275862068965,0.961273291925466,0.9474722023060572,0.9543727471157616
246,Cancer,15,30,0.0003333333333333333,0.961273291925466,0.9474722023060572,0.9543727471157616
247,Cancer,15,31,0.0003225806451612903,0.961273291925466,0.9474722023060572,0.9543727471157616
248,Cancer,15,32,0.0003125,0.961273291925466,0.9474722023060572,0.9543727471157616
249,Cancer,15,33,0.00030303030303030303,0.961273291925466,0.9474722023060572,0.9543727471157616
250,Cancer,16,24,0.0004166666666666667,0.9504037267080745,0.9383517370898569,0.9443777318989657
251,Cancer,16,25,0.0004,0.9504037267080745,0.9383517370898569,0.9443777318989657
252,Cancer,16,26,0.0003846153846153846,0.9504037267080745,0.9383517370898569,0.9443777318989657
253,Cancer,16,27,0.00037037037037037035,0.9511180124223604,0.9389711064592262,0.9450445594407932
254,Cancer,16,28,0.00035714285714285714,0.9511180124223604,0.9389711064592262,0.9450445594407932
255,Cancer,16,29,0.0003448275862068965,0.9504037267080745,0.9382393137421394,0.944321520225107
256,Cancer,16,30,0.0003333333333333333,0.9504037267080745,0.9382393137421394,0.944321520225107
257,Cancer,16,31,0.0003225806451612903,0.9504037267080745,0.9382393137421394,0.944321520225107
258,Cancer,16,32,0.0003125,0.9504037267080745,0.9382393137421394,0.944321520225107
259,Cancer,16,33,0.00030303030303030303,0.9504037267080745,0.9382393137421394,0.944321520225107
260,Cancer,17,24,0.0004166666666666667,0.9532919254658385,0.940522655133066,0.9469072902994522
261,Cancer,17,25,0.0004,0.9532919254658385,0.940522655133066,0.9469072902994522
262,Cancer,17,26,0.0003846153846153846,0.9532919254658385,0.940522655133066,0.9469072902994522
263,Cancer,17,27,0.00037037037037037035,0.954016563146998,0.9410226551330659,0.947519609140032
264,Cancer,17,28,0.00035714285714285714,0.954016563146998,0.9410226551330659,0.947519609140032
265,Cancer,17,29,0.0003448275862068965,0.9547412008281574,0.9415643217997326,0.948152761313945
266,Cancer,17,30,0.0003333333333333333,0.9547412008281574,0.9415643217997326,0.948152761313945
267,Cancer,17,31,0.0003225806451612903,0.9547412008281574,0.9415643217997326,0.948152761313945
268,Cancer,17,32,0.0003125,0.9547412008281574,0.9415643217997326,0.948152761313945
269,Cancer,17,33,0.00030303030303030303,0.9547412008281574,0.9415643217997326,0.948152761313945
270,Cancer,18,24,0.0004166666666666667,0.9483126293995859,0.9322852314980403,0.9402989304488132
271,Cancer,18,25,0.0004,0.9483126293995859,0.9322852314980403,0.9402989304488132
272,Cancer,18,26,0.0003846153846153846,0.9483126293995859,0.9322852314980403,0.9402989304488132
273,Cancer,18,27,0.00037037037037037035,0.9483126293995859,0.9322852314980403,0.9402989304488132
274,Cancer,18,28,0.00035714285714285714,0.9483126293995859,0.9322852314980403,0.9402989304488132
275,Cancer,18,29,0.0003448275862068965,0.9483126293995859,0.9322852314980403,0.9402989304488132
276,Cancer,18,30,0.0003333333333333333,0.9483126293995859,0.9322852314980403,0.9402989304488132
277,Cancer,18,31,0.0003225806451612903,0.9483126293995859,0.9322852314980403,0.9402989304488132
278,Cancer,18,32,0.0003125,0.9483126293995859,0.9322852314980403,0.9402989304488132
279,Cancer,18,33,0.00030303030303030303,0.9483126293995859,0.9322852314980403,0.9402989304488132
280,Cancer,19,24,0.0004166666666666667,0.9475879917184266,0.9353529545778665,0.9414704731481465
281,Cancer,19,25,0.0004,0.9483126293995859,0.9358946212445332,0.9421036253220596
282,Cancer,19,26,0.0003846153846153846,0.9483126293995859,0.9358946212445332,0.9421036253220596
283,Cancer,19,27,0.00037037037037037035,0.9483126293995859,0.9358946212445332,0.9421036253220596
